antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
"frozenset({'Exploration', 'review_bin_60-65', 'Retro'})",frozenset({'Atmospheric'}),0.0014487276392038298,0.20011337868480725,0.0008818342151675485,0.608695652173913,3.0417539105801206,1.0,0.0005919244324924057,2.044154698916603,0.6722161645835398,0.004394224733207784,0.510800234184821,0.30655116256791337,"Exploration, Retro, review_bin_60-65",Atmospheric
"frozenset({'review_bin_70-75', 'Retro', 'Horror'})",frozenset({'Atmospheric'}),0.0016061980347694634,0.20011337868480725,0.0008818342151675485,0.5490196078431372,2.743542742876187,1.0,0.0005604124995929336,1.7736616385684705,0.6365301680433695,0.0043907793633369925,0.43619460541126437,0.2767131404025255,"Horror, Retro, review_bin_70-75",Atmospheric
"frozenset({'Exploration', 'review_bin_65-70', 'Retro'})",frozenset({'Atmospheric'}),0.0021730914588057445,0.20011337868480725,0.0011022927689594356,0.5072463768115941,2.5347949254834337,1.0,0.0006674280949467214,1.6232993197278909,0.6068094201036157,0.005479023168440827,0.38397066526977464,0.25637735900699316,"Exploration, Retro, review_bin_65-70",Atmospheric
"frozenset({'Exploration', 'review_bin_65-70'})",frozenset({'Atmospheric'}),0.019085411942554798,0.20011337868480725,0.009794658604182414,0.5132013201320133,2.5645527725577093,1.0,0.005975412336766402,1.6431569237864638,0.6219384155485533,0.046773950970070685,0.39141539951302007,0.2810734331223491,"Exploration, review_bin_65-70",Atmospheric
"frozenset({'review_bin_50-55', 'Open World', 'Atmospheric'})",frozenset({'Exploration'}),0.002236079617031998,0.12685815066767447,0.001165280927185689,0.5211267605633801,4.107948585255325,1.0,0.0008816160022233279,1.8233256265469144,0.7582650356552694,0.009108813392417526,0.45155161237225677,0.2651562303313425,"Atmospheric, Open World, review_bin_50-55",Exploration
"frozenset({'Exploration', 'Horror', 'review_bin_50-55'})",frozenset({'Atmospheric'}),0.002110103300579491,0.20011337868480725,0.0013227513227513227,0.6268656716417911,3.1325525347765426,1.0,0.0009004914218983973,2.1436961451247165,0.6822110507450573,0.0065841040915503996,0.5335159778710982,0.31673784054233084,"Exploration, Horror, review_bin_50-55",Atmospheric
"frozenset({'Survival', 'Horror', 'review_bin_50-55'})",frozenset({'Atmospheric'}),0.002141597379692618,0.20011337868480725,0.001165280927185689,0.5441176470588235,2.7190468255290785,1.0,0.0007367186397528692,1.754590008046229,0.6335809360679958,0.005794831636648395,0.43006628590486506,0.27497037530781904,"Horror, Survival, review_bin_50-55",Atmospheric
"frozenset({'review_bin_50-55', 'Survival', 'Atmospheric'})",frozenset({'Horror'}),0.002236079617031998,0.11564625850340136,0.001165280927185689,0.5211267605633801,4.506213753106875,1.0,0.0009066866857602197,1.8467386954781908,0.7798279640708855,0.009983810037776578,0.4585048754062837,0.26560150664334586,"Atmospheric, Survival, review_bin_50-55",Horror
"frozenset({'review_bin_70-75', 'Fantasy', 'Tactical'})",frozenset({'Turn-Based Strategy'}),0.0017006802721088435,0.045005039052658104,0.000944822373393802,0.5555555555555556,12.344296710986704,1.0,0.0008682831913314582,2.1487386621315196,0.920556501987507,0.020646937370956638,0.5346106915542658,0.2882746287224944,"Fantasy, Tactical, review_bin_70-75",Turn-Based Strategy
"frozenset({'review_bin_65-70', 'Fantasy', 'Tactical'})",frozenset({'Turn-Based Strategy'}),0.001889644746787604,0.045005039052658104,0.0010393046107331821,0.5499999999999999,12.220853743876834,1.0,0.0009542610751083558,2.1222110243274264,0.9199109611832066,0.02266483516483516,0.528793325198694,0.2865465360391882,"Fantasy, Tactical, review_bin_65-70",Turn-Based Strategy
"frozenset({'review_bin_65-70', 'Magic', 'Turn-Based Strategy'})",frozenset({'Fantasy'}),0.0010078105316200555,0.11759889140841522,0.0008503401360544217,0.8437499999999999,7.174812533476164,1.0,0.0007318227347861777,5.647367094986139,0.8614917565737239,0.007221182134260497,0.8229263330715967,0.4254904258168184,"Magic, Turn-Based Strategy, review_bin_65-70",Fantasy
"frozenset({'Magic', 'review_bin_50-55'})",frozenset({'Fantasy'}),0.0020471151423532377,0.11759889140841522,0.0014487276392038298,0.7076923076923077,6.017848461126448,1.0,0.001207989167877709,3.018740634655422,0.8355380961332382,0.012256861177724487,0.6687360323308643,0.3600057682007334,"Magic, review_bin_50-55",Fantasy
"frozenset({'review_bin_70-75', 'Magic'})",frozenset({'Fantasy'}),0.006424792139077854,0.11759889140841522,0.00472411186696901,0.7352941176470588,6.252559942027158,1.0,0.0039685634338839535,3.333515299123764,0.8454976543679472,0.03959873284054911,0.7000163760271757,0.387732757805854,"Magic, review_bin_70-75",Fantasy
"frozenset({'review_bin_70-75', 'Magic', 'Atmospheric'})",frozenset({'Fantasy'}),0.0018266565885613506,0.11759889140841522,0.0014802217183169564,0.8103448275862069,6.890752267144413,1.0,0.001265408928518264,4.652660390755628,0.8564423899281561,0.012550066755674232,0.7850692042800071,0.4114659328075651,"Atmospheric, Magic, review_bin_70-75",Fantasy
"frozenset({'review_bin_70-75', 'Magic', 'Exploration'})",frozenset({'Fantasy'}),0.00163769211388259,0.11759889140841522,0.001070798689846309,0.6538461538461539,5.559968686910305,1.0,0.0008782079127854123,2.5491587581534674,0.8214882167377991,0.00906183368869936,0.6077137224970761,0.3314758353590705,"Exploration, Magic, review_bin_70-75",Fantasy
"frozenset({'review_bin_40-45', 'Magic'})",frozenset({'Fantasy'}),0.0014802217183169564,0.11759889140841522,0.0009763164525069287,0.6595744680851064,5.6086793011886185,1.0,0.0008022440193941952,2.5920532564877807,0.822923015093783,0.008266666666666667,0.614205457585777,0.3339382784989003,"Magic, review_bin_40-45",Fantasy
"frozenset({'review_bin_65-70', 'Magic'})",frozenset({'Fantasy'}),0.005731922398589065,0.11759889140841522,0.003905265810027715,0.6813186813186813,5.793580816612418,1.0,0.0032311980903145764,2.768913823511525,0.8321650811816036,0.03270042194092827,0.6388475540449272,0.357263518484729,"Magic, review_bin_65-70",Fantasy
"frozenset({'Exploration', 'review_bin_65-70', 'Magic'})",frozenset({'Fantasy'}),0.001291257243638196,0.11759889140841522,0.001070798689846309,0.8292682926829269,7.051667602910631,1.0,0.0009189482694713712,5.168349350322142,0.8592991483749377,0.0090884790163058,0.8065146273562815,0.419186904777457,"Exploration, Magic, review_bin_65-70",Fantasy
"frozenset({'review_bin_65-70', 'Magic', 'Atmospheric'})",frozenset({'Fantasy'}),0.001291257243638196,0.11759889140841522,0.0009133282942806753,0.7073170731707317,6.014657661306125,1.0,0.0007614778739057375,3.0148704543545812,0.8348174624491229,0.007741591030432462,0.6683107897536252,0.35754177172194856,"Atmospheric, Magic, review_bin_65-70",Fantasy
"frozenset({'review_bin_55-60', 'Magic'})",frozenset({'Fantasy'}),0.0033068783068783067,0.11759889140841522,0.0025195263290501385,0.761904761904762,6.478843063738619,1.0,0.0021306411061387124,3.7060846560846574,0.8484571997345719,0.02128225591912743,0.7301734599186238,0.3916647537429541,"Magic, review_bin_55-60",Fantasy
"frozenset({'review_bin_55-60', 'Action RPG', 'Magic'})",frozenset({'Fantasy'}),0.000944822373393802,0.11759889140841522,0.0008503401360544217,0.8999999999999999,7.653133369041242,1.0,0.0007392300723654429,8.82401108591584,0.8701567086284316,0.0072250468290072254,0.8866728531658219,0.4536154258168184,"Action RPG, Magic, review_bin_55-60",Fantasy
"frozenset({'review_bin_60-65', 'Magic'})",frozenset({'Fantasy'}),0.004094230284706475,0.11759889140841522,0.002834467120181406,0.6923076923076923,5.887025668493264,1.0,0.0023529901775291642,2.8678036029226504,0.8335476707496188,0.023847376788553257,0.6513010866640676,0.3582052655432409,"Magic, review_bin_60-65",Fantasy
"frozenset({'review_bin_75-80', 'Magic'})",frozenset({'Fantasy'}),0.004031242126480222,0.11759889140841522,0.003054925673973293,0.7578124999999999,6.44404459025174,1.0,0.0025808560689003163,3.643462641926542,0.8482374081018982,0.025763612217795485,0.725535816260975,0.39189500200856986,"Magic, review_bin_75-80",Fantasy
"frozenset({'review_bin_75-80', 'Magic', 'Atmospheric'})",frozenset({'Fantasy'}),0.001165280927185689,0.11759889140841522,0.0008818342151675485,0.7567567567567568,6.435067097091736,1.0,0.0007447984699511412,3.6276490019876273,0.8455868111078579,0.007480630510285867,0.724339372565513,0.38212770885507896,"Atmospheric, Magic, review_bin_75-80",Fantasy
"frozenset({'Exploration', 'review_bin_75-80', 'Magic'})",frozenset({'Fantasy'}),0.0011337868480725624,0.11759889140841522,0.0009133282942806753,0.8055555555555556,6.850026780931977,1.0,0.0007799962178539006,4.538062844185294,0.8549845395123097,0.007751937984496124,0.7796416589335428,0.4066610129143605,"Exploration, Magic, review_bin_75-80",Fantasy
"frozenset({'Magic', 'review_bin_80-85'})",frozenset({'Fantasy'}),0.002362055933484505,0.11759889140841522,0.0017321743512219703,0.7333333333333333,6.23588644884842,1.0,0.0014543991919995232,3.3090041572184425,0.841625842667608,0.014651038891848695,0.6977942751088585,0.37403142296018566,"Magic, review_bin_80-85",Fantasy
"frozenset({'review_bin_45-50', 'Magic'})",frozenset({'Fantasy'}),0.0015747039556563366,0.11759889140841522,0.0011967750062988158,0.76,6.462645956079272,1.0,0.0010115915668171844,3.67667128579827,0.8465977574053105,0.01014415376401495,0.7280148475979727,0.38508837707552224,"Magic, review_bin_45-50",Fantasy
"frozenset({'Turn-Based Tactics', 'review_bin_50-55'})",frozenset({'Turn-Based Strategy'}),0.0029919375157470398,0.045005039052658104,0.001984126984126984,0.6631578947368421,14.735192073956759,1.0,0.0018494747193876756,2.835141290312421,0.9349325182474248,0.04312114989733059,0.6472838925463908,0.3536223343523259,"Turn-Based Tactics, review_bin_50-55",Turn-Based Strategy
"frozenset({'review_bin_50-55', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.003558830939783321,0.033604182413706225,0.001984126984126984,0.5575221238938053,16.59085518076486,1.0,0.0018645353800469638,2.1840545477450237,0.9430821013045484,0.05640107430617725,0.5421359777701191,0.30828308631428786,"Turn-Based Strategy, review_bin_50-55",Turn-Based Tactics
"frozenset({'Turn-Based Tactics', 'review_bin_50-55'})",frozenset({'Tactical'}),0.0029919375157470398,0.049288233812043336,0.0015747039556563366,0.5263157894736842,10.67832520598621,1.0,0.0014272366398291724,2.0070581730634642,0.9090722431057902,0.03105590062111801,0.5017583379391267,0.27913233563141077,"Turn-Based Tactics, review_bin_50-55",Tactical
"frozenset({'Turn-Based Tactics', 'review_bin_50-55', 'Turn-Based Strategy'})",frozenset({'Tactical'}),0.001984126984126984,0.049288233812043336,0.0012597631645250692,0.6349206349206349,12.88178913738019,1.0,0.0011619690498186341,2.6041235334713595,0.9242047713717695,0.02518891687657431,0.6159936396462053,0.3302398701759724,"Turn-Based Strategy, Turn-Based Tactics, review_bin_50-55",Tactical
"frozenset({'review_bin_50-55', 'Tactical', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.0015117157974300832,0.033604182413706225,0.0012597631645250692,0.8333333333333333,24.798500468603557,1.0,0.0012089631911105473,5.79837490551776,0.9611279333838001,0.037209302325581395,0.8275378849600782,0.4354108091221493,"Tactical, Turn-Based Strategy, review_bin_50-55",Turn-Based Tactics
"frozenset({'Turn-Based Tactics', 'Tactical', 'review_bin_50-55'})",frozenset({'Turn-Based Strategy'}),0.0015747039556563366,0.045005039052658104,0.0012597631645250692,0.7999999999999999,17.775787263820853,1.0,0.0011888935515043807,4.774974804736708,0.9452321620087061,0.02779708130646282,0.7905748111994195,0.4139958012596221,"Tactical, Turn-Based Tactics, review_bin_50-55",Turn-Based Strategy
"frozenset({'review_bin_60-65', 'Turn-Based Tactics'})",frozenset({'Turn-Based Strategy'}),0.005165028974552784,0.045005039052658104,0.0033383723859914337,0.6463414634146342,14.361535441806481,1.0,0.003105920055283575,2.7003305792304153,0.9351998967843055,0.07128446536650976,0.6296749710233639,0.3602596050453157,"Turn-Based Tactics, review_bin_60-65",Turn-Based Strategy
"frozenset({'review_bin_60-65', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.006046863189720333,0.033604182413706225,0.0033383723859914337,0.5520833333333334,16.42900656044986,1.0,0.0031351724923333463,2.157534848564749,0.9448453978047207,0.0919340849956635,0.5365080658302103,0.32571364417369575,"Turn-Based Strategy, review_bin_60-65",Turn-Based Tactics
"frozenset({'review_bin_60-65', 'Turn-Based Tactics', 'Tactical'})",frozenset({'Turn-Based Strategy'}),0.002236079617031998,0.045005039052658104,0.00163769211388259,0.732394366197183,16.273608058427538,1.0,0.0015370572633932123,3.5686653803821713,0.9406541897230323,0.03591160220994475,0.7197831980837304,0.3843917247361002,"Tactical, Turn-Based Tactics, review_bin_60-65",Turn-Based Strategy
"frozenset({'review_bin_60-65', 'Tactical', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.002362055933484505,0.033604182413706225,0.00163769211388259,0.6933333333333332,20.63235238987816,1.0,0.0015583171554223996,3.1512907095205223,0.9537853234936292,0.04770642201834861,0.6826697083265438,0.37103405185879407,"Tactical, Turn-Based Strategy, review_bin_60-65",Turn-Based Tactics
"frozenset({'review_bin_60-65', 'Turn-Based Tactics', 'Fantasy'})",frozenset({'Turn-Based Strategy'}),0.0019526329050138574,0.045005039052658104,0.0012282690854119426,0.6290322580645161,13.976929501794622,1.0,0.0011403907652662887,2.574334242553704,0.9302700034792177,0.026859504132231406,0.6115500530311815,0.3281620352603896,"Fantasy, Turn-Based Tactics, review_bin_60-65",Turn-Based Strategy
"frozenset({'review_bin_60-65', 'Turn-Based Strategy', 'Fantasy'})",frozenset({'Turn-Based Tactics'}),0.0020471151423532377,0.033604182413706225,0.0012282690854119426,0.6,17.854920337394564,1.0,0.0011594774547464442,2.4159895439657344,0.945929455823103,0.03568161024702654,0.5860909239041877,0.3182755388940956,"Fantasy, Turn-Based Strategy, review_bin_60-65",Turn-Based Tactics
"frozenset({'review_bin_60-65', 'Turn-Based Tactics', 'Fantasy'})",frozenset({'Tactical'}),0.0019526329050138574,0.049288233812043336,0.0010078105316200555,0.5161290322580646,10.471647943934867,1.0,0.0009115687044486432,1.9648043167884444,0.9062736667718524,0.02006269592476489,0.49104346348620487,0.2682881583015563,"Fantasy, Turn-Based Tactics, review_bin_60-65",Tactical
"frozenset({'review_bin_60-65', 'Tactical', 'Fantasy'})",frozenset({'Turn-Based Tactics'}),0.001889644746787604,0.033604182413706225,0.0010078105316200555,0.5333333333333333,15.871040299906278,1.0,0.0009443105648519032,2.070848180542058,0.9387660923892465,0.029223744292237445,0.5171060778882189,0.2816619806310528,"Fantasy, Tactical, review_bin_60-65",Turn-Based Tactics
"frozenset({'review_bin_65-70', 'Turn-Based Tactics', 'Historical'})",frozenset({'Turn-Based Strategy'}),0.000944822373393802,0.045005039052658104,0.0008503401360544217,0.8999999999999999,19.997760671798456,1.0,0.0008078183682420086,9.54994960947341,0.950892825869183,0.018854748603351953,0.8952874055997097,0.45944716585024487,"Historical, Turn-Based Tactics, review_bin_65-70",Turn-Based Strategy
"frozenset({'review_bin_45-50', 'Turn-Based Tactics'})",frozenset({'Turn-Based Strategy'}),0.0011337868480725624,0.045005039052658104,0.000818846056941295,0.7222222222222222,16.047585724282715,1.0,0.0007678199355663992,3.437981859410431,0.9387496725748712,0.018068102849200834,0.7091316822214161,0.3702083819298655,"Turn-Based Tactics, review_bin_45-50",Turn-Based Strategy
"frozenset({'Turn-Based Tactics', 'review_bin_80-85'})",frozenset({'Turn-Based Strategy'}),0.0019211388259007306,0.045005039052658104,0.0014487276392038298,0.7540983606557378,16.75586504376556,1.0,0.0013622667113185895,3.8836461745191913,0.9421293660386366,0.03185595567867036,0.7425100137697782,0.3931443517764343,"Turn-Based Tactics, review_bin_80-85",Turn-Based Strategy
"frozenset({'review_bin_80-85', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.0028029730410682793,0.033604182413706225,0.0014487276392038298,0.5168539325842697,15.380642987268725,1.0,0.0013545360218310705,2.0002145991902363,0.9376113115157042,0.04144144144144144,0.500053644041575,0.27998273011593994,"Turn-Based Strategy, review_bin_80-85",Turn-Based Tactics
"frozenset({'Turn-Based Tactics', 'review_bin_80-85', 'Turn-Based Strategy'})",frozenset({'Tactical'}),0.0014487276392038298,0.049288233812043336,0.000818846056941295,0.5652173913043478,11.467592721211279,1.0,0.0007474408303302471,2.1866370622323004,0.9141220540640208,0.01640378548895899,0.5426767353064448,0.29091540491734963,"Turn-Based Strategy, Turn-Based Tactics, review_bin_80-85",Tactical
"frozenset({'Turn-Based Tactics', 'review_bin_80-85', 'Tactical'})",frozenset({'Turn-Based Strategy'}),0.0008503401360544217,0.045005039052658104,0.000818846056941295,0.962962962962963,21.39678096571029,1.0,0.0007805764659101231,25.784863945578273,0.9540752864157119,0.01818181818181818,0.9612175576295222,0.4905787523002359,"Tactical, Turn-Based Tactics, review_bin_80-85",Turn-Based Strategy
"frozenset({'Tactical', 'review_bin_80-85', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.0013227513227513227,0.033604182413706225,0.000818846056941295,0.6190476190476191,18.421743205248358,1.0,0.0007743960802035883,2.5367890211640214,0.9469689251146204,0.024007386888273315,0.6058008799087502,0.32170750211987326,"Tactical, Turn-Based Strategy, review_bin_80-85",Turn-Based Tactics
"frozenset({'review_bin_55-60', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.004440665154950869,0.033604182413706225,0.0023935500125976316,0.5390070921985816,16.0398811541606,1.0,0.0022443250906924736,2.0963355427641144,0.9418377846485817,0.06713780918727916,0.5229771286129823,0.3051174167647078,"Turn-Based Strategy, review_bin_55-60",Turn-Based Tactics
"frozenset({'review_bin_55-60', 'Turn-Based Tactics'})",frozenset({'Turn-Based Strategy'}),0.003432854623330814,0.045005039052658104,0.0023935500125976316,0.6972477064220183,15.492658624431016,1.0,0.0022390542562125302,3.1543772952503106,0.9386756362511371,0.05198358413132694,0.6829802187881121,0.37521587560429115,"Turn-Based Tactics, review_bin_55-60",Turn-Based Strategy
"frozenset({'review_bin_55-60', 'Turn-Based Tactics', 'Tactical'})",frozenset({'Turn-Based Strategy'}),0.0014802217183169564,0.045005039052658104,0.001165280927185689,0.7872340425531914,17.492131084079027,1.0,0.0010986634909462417,4.488476316452505,0.9442291053077996,0.025712300208478103,0.7772072459568292,0.40656313744174616,"Tactical, Turn-Based Tactics, review_bin_55-60",Turn-Based Strategy
"frozenset({'review_bin_55-60', 'Tactical', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.0016691861929957169,0.033604182413706225,0.001165280927185689,0.6981132075471698,20.77459284539619,1.0,0.0011091892898738211,3.2011861457545976,0.9534557744595916,0.03416435826408125,0.687615791625802,0.3663949355449063,"Tactical, Turn-Based Strategy, review_bin_55-60",Turn-Based Tactics
"frozenset({'review_bin_70-75', 'Turn-Based Tactics'})",frozenset({'Turn-Based Strategy'}),0.0062988158226253465,0.045005039052658104,0.004251700680272109,0.675,14.998320503848845,1.0,0.003968222228189355,2.9384460336841296,0.9392419803170311,0.09036144578313252,0.6596840681990569,0.3847358292512246,"Turn-Based Tactics, review_bin_70-75",Turn-Based Strategy
"frozenset({'review_bin_70-75', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.007968002015621064,0.033604182413706225,0.004251700680272109,0.5335968379446641,15.878881722979356,1.0,0.0039839424870664,2.0720181512655285,0.9445494448383429,0.11392405063291139,0.5173787452637763,0.330059899759586,"Turn-Based Strategy, review_bin_70-75",Turn-Based Tactics
"frozenset({'review_bin_70-75', 'Turn-Based Tactics', 'Fantasy'})",frozenset({'Turn-Based Strategy'}),0.0024250440917107582,0.045005039052658104,0.0014802217183169564,0.6103896103896104,13.56269482791526,1.0,0.0013710825142650958,2.4511537330981774,0.9285200423180909,0.03221384509938314,0.5920288529858823,0.3216398716748612,"Fantasy, Turn-Based Tactics, review_bin_70-75",Turn-Based Strategy
"frozenset({'review_bin_70-75', 'Turn-Based Strategy', 'Fantasy'})",frozenset({'Turn-Based Tactics'}),0.0026140085663895187,0.033604182413706225,0.0014802217183169564,0.5662650602409638,16.851029234087235,1.0,0.0013923800976210123,2.2280792461017325,0.9431217722143206,0.042611060743427014,0.5511829295346613,0.30515689750567404,"Fantasy, Turn-Based Strategy, review_bin_70-75",Turn-Based Tactics
"frozenset({'review_bin_70-75', 'Turn-Based Tactics', 'Tactical'})",frozenset({'Turn-Based Strategy'}),0.0024250440917107582,0.045005039052658104,0.001889644746787604,0.7792207792207793,17.31407850372161,1.0,0.0017805055427357434,4.325565411349726,0.9445340699815837,0.04149377593360996,0.7688163500253333,0.4106040914998228,"Tactical, Turn-Based Tactics, review_bin_70-75",Turn-Based Strategy
"frozenset({'review_bin_70-75', 'Tactical', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.002582514487276392,0.033604182413706225,0.001889644746787604,0.7317073170731707,21.774293094383612,1.0,0.001802861458871129,3.602020774639822,0.9565445742553415,0.05509641873278237,0.7223780587162234,0.39396987221980934,"Tactical, Turn-Based Strategy, review_bin_70-75",Turn-Based Tactics
"frozenset({'review_bin_70-75', 'Tactical', 'Fantasy'})",frozenset({'Turn-Based Tactics'}),0.0017006802721088435,0.033604182413706225,0.0009133282942806753,0.5370370370370371,15.981255857544518,1.0,0.0008561783241893381,2.0874149659863948,0.9390236738530223,0.026556776556776553,0.5209385693335506,0.2821080217987435,"Fantasy, Tactical, review_bin_70-75",Turn-Based Tactics
"frozenset({'review_bin_65-70', 'Turn-Based Tactics'})",frozenset({'Turn-Based Strategy'}),0.0062988158226253465,0.045005039052658104,0.004629629629629629,0.735,16.331504548635408,1.0,0.004346151177546875,3.6037545696126108,0.9447192670171518,0.0991902834008097,0.7225116248392309,0.41893456962911124,"Turn-Based Tactics, review_bin_65-70",Turn-Based Strategy
"frozenset({'review_bin_65-70', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.007779037540942303,0.033604182413706225,0.004629629629629629,0.5951417004048583,17.710346083650474,1.0,0.004368221433100735,2.3869976694381454,0.9509331744124407,0.12596401028277635,0.5810636881621333,0.3664555737263279,"Turn-Based Strategy, review_bin_65-70",Turn-Based Tactics
"frozenset({'review_bin_65-70', 'Turn-Based Tactics', 'Fantasy'})",frozenset({'Turn-Based Strategy'}),0.002110103300579491,0.045005039052658104,0.0014802217183169564,0.7014925373134329,15.586977638051867,1.0,0.0013852564368692336,3.199233119173596,0.9378227834501189,0.03243616287094547,0.6874250913424174,0.36719133513677243,"Fantasy, Turn-Based Tactics, review_bin_65-70",Turn-Based Strategy
"frozenset({'review_bin_65-70', 'Fantasy', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.002362055933484505,0.033604182413706225,0.0014802217183169564,0.6266666666666666,18.648472352389874,1.0,0.001400846759856766,2.588560225677572,0.9486169910512963,0.04292237442922374,0.6136848623105752,0.33535770071852544,"Fantasy, Turn-Based Strategy, review_bin_65-70",Turn-Based Tactics
"frozenset({'review_bin_65-70', 'Fantasy', 'Tactical'})",frozenset({'Turn-Based Tactics'}),0.001889644746787604,0.033604182413706225,0.0009763164525069287,0.5166666666666666,15.375070290534206,1.0,0.0009128164857387763,1.9994396225923317,0.9367297333610192,0.02828467153284671,0.49985986638422675,0.2728600437363324,"Fantasy, Tactical, review_bin_65-70",Turn-Based Tactics
"frozenset({'review_bin_65-70', 'Turn-Based Tactics', 'Tactical'})",frozenset({'Turn-Based Strategy'}),0.002330561854371378,0.045005039052658104,0.002015621063240111,0.864864864864865,19.21706731223876,1.0,0.001910734035969492,7.066962711010339,0.9501773707304756,0.04447533009034051,0.858496494053662,0.4548257144478279,"Tactical, Turn-Based Tactics, review_bin_65-70",Turn-Based Strategy
"frozenset({'review_bin_65-70', 'Turn-Based Strategy', 'Tactical'})",frozenset({'Turn-Based Tactics'}),0.0026769967246157724,0.033604182413706225,0.002015621063240111,0.7529411764705882,22.40617454104416,1.0,0.0019256627769852286,3.911602118801665,0.9579338309596742,0.058823529411764705,0.744350276529057,0.4064612161640664,"Tactical, Turn-Based Strategy, review_bin_65-70",Turn-Based Tactics
"frozenset({'Turn-Based Tactics', 'review_bin_75-80'})",frozenset({'Turn-Based Strategy'}),0.00327538422776518,0.045005039052658104,0.002141597379692618,0.6538461538461539,14.52828766754589,1.0,0.0019941885846095856,2.7588743316256545,0.9342287218223995,0.04641638225255973,0.6375333270759185,0.35071593906443455,"Turn-Based Tactics, review_bin_75-80",Turn-Based Strategy
"frozenset({'Turn-Based Tactics', 'review_bin_75-80', 'Turn-Based Strategy'})",frozenset({'Tactical'}),0.002141597379692618,0.049288233812043336,0.0012597631645250692,0.588235294117647,11.934598759631646,1.0,0.00115420761214352,2.3088714321707515,0.9181763666203762,0.025109855618330193,0.5668879669666919,0.30689719977447844,"Turn-Based Strategy, Turn-Based Tactics, review_bin_75-80",Tactical
"frozenset({'review_bin_75-80', 'Tactical', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.0017321743512219703,0.033604182413706225,0.0012597631645250692,0.7272727272727273,21.64232768169038,1.0,0.001201554861654263,3.543451331149744,0.9554492538726063,0.03696857670979667,0.7177892662983099,0.3823805060918463,"Tactical, Turn-Based Strategy, review_bin_75-80",Turn-Based Tactics
"frozenset({'Turn-Based Tactics', 'review_bin_75-80', 'Tactical'})",frozenset({'Turn-Based Strategy'}),0.0016061980347694634,0.045005039052658104,0.0012597631645250692,0.784313725490196,17.427242415510637,1.0,0.0011874761592439668,4.427703909846764,0.9441350430585784,0.027777777777777776,0.7741493061954524,0.4061526640047201,"Tactical, Turn-Based Tactics, review_bin_75-80",Turn-Based Strategy
"frozenset({'review_bin_40-45', 'Turn-Based Strategy'})",frozenset({'Turn-Based Tactics'}),0.0016691861929957169,0.033604182413706225,0.0008818342151675485,0.5283018867924528,15.721313504624144,1.0,0.0008257425778556806,2.048759133282943,0.9379577093463967,0.025641025641025637,0.5118996744153157,0.27727184311506425,"Turn-Based Strategy, review_bin_40-45",Turn-Based Tactics
"frozenset({'review_bin_40-45', 'Turn-Based Tactics'})",frozenset({'Turn-Based Strategy'}),0.0012597631645250692,0.045005039052658104,0.0008818342151675485,0.7,15.553813855843245,1.0,0.0008251385247509975,3.183316536491139,0.9368873432319446,0.019430950728660648,0.6858622167991293,0.35979706088173546,"Turn-Based Tactics, review_bin_40-45",Turn-Based Strategy
"frozenset({'Medieval', 'review_bin_50-55'})",frozenset({'Fantasy'}),0.0025195263290501385,0.11759889140841522,0.0012597631645250692,0.5,4.2517407605784685,1.0,0.000963469661354459,1.7648022171831697,0.7667340237433695,0.010598834128245893,0.4333642658291098,0.25535618639528657,"Medieval, review_bin_50-55",Fantasy
"frozenset({'review_bin_65-70', 'Medieval'})",frozenset({'Fantasy'}),0.004598135550516503,0.11759889140841522,0.002330561854371378,0.5068493150684932,4.309983784695982,1.0,0.0017898262110850143,1.7893133590884915,0.7715281566449066,0.019442984760903836,0.44112639917391655,0.2633336023655267,"Medieval, review_bin_65-70",Fantasy
"frozenset({'review_bin_70-75', 'Medieval'})",frozenset({'Fantasy'}),0.0045351473922902496,0.11759889140841522,0.0024250440917107582,0.5347222222222222,4.54700053561864,1.0,0.0018917157860036597,1.8965038751819137,0.7836286720113599,0.020257826887661142,0.47271396959097717,0.27767176992203774,"Medieval, review_bin_70-75",Fantasy
"frozenset({'review_bin_70-75', 'Medieval', 'Magic'})",frozenset({'Fantasy'}),0.001070798689846309,0.11759889140841522,0.000818846056941295,0.7647058823529411,6.5026623397082455,1.0,0.0006929213180937857,3.7502047115142347,0.8471239335102125,0.00694815606627472,0.733347889801934,0.38583446233340685,"Magic, Medieval, review_bin_70-75",Fantasy
